id;ident;type;name;latitude_deg;longitude_deg;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;home_link;wikipedia_link;keywords
2860;FBFT;medium_airport;P G Matante Intl;-2115914;27468545;3283;AF;BW;BW-FR;Francistown;yes;FBPM;FRW;;https://www.caab.co.bw/p-g-matante-international-airport/;https://en.wikipedia.org/wiki/Francistown_Airport;FBFT
2861;FBJW;medium_airport;Jwaneng Airport;-24602301;24691;3900;AF;BW;BW-JW;Jwaneng;yes;FBJW;JWA;;;https://en.wikipedia.org/wiki/Jwaneng_Airport;
2862;FBKE;medium_airport;Kasane Airport;-17832899;25162399;3289;AF;BW;BW-CH;Kasane;yes;FBKE;BBK;;;https://en.wikipedia.org/wiki/Kasane_Airport;
2863;FBMN;medium_airport;Maun Airport;-1,99726E+15;2,34311E+16;3093;AF;BW;BW-NW;Maun;yes;FBMN;MUB;;;https://en.wikipedia.org/wiki/Maun_Airport;
2864;FBSK;large_airport;Sir Seretse Khama International Airport;-24555201;259182;3299;AF;BW;BW-GA;Gaborone;yes;FBSK;GBE;;;https://en.wikipedia.org/wiki/Sir_Seretse_Khama_International_Airport;
2865;FBSN;medium_airport;Sua Pan Airport;-205534;26115801;2985;AF;BW;BW-ST;Sowa;no;FBSN;SXN;;;https://en.wikipedia.org/wiki/Sua_Pan_Airport;
2866;FBSP;medium_airport;Selebi Phikwe Airport;-220583;278288;2925;AF;BW;BW-SP;Selebi Phikwe;yes;FBSP;PKW;;;https://en.wikipedia.org/wiki/Selebi-Phikwe_Airport;
2868;FCBB;medium_airport;Maya-Maya Airport;-4,2517E+15;1,5253E+16;1048;AF;CG;CG-12;Brazzaville;yes;FCBB;BZV;;;https://en.wikipedia.org/wiki/Maya-Maya_Airport;
323021;FCOD;medium_airport;Oyo Ollombo Airport;-1226666;1591;1073;AF;CG;CG-14;Oyo;no;FCOD;OLL;;;https://en.wikipedia.org/wiki/Oyo_Ollombo_Airport;Denis Sassou Nguesso Airport
2869;FCOO;medium_airport;Owando Airport;-5,3135E+15;1,59501E+15;1214;AF;CG;CG-8;Owando;no;FCOO;FTX;;;;
2870;FCOU;medium_airport;Ouesso Airport;1,61599E+16;1,60379E+11;1158;AF;CG;CG-13;;no;FCOU;OUE;;;;
30920;FCPL;medium_airport;Ngot Nzoungou Airport;-420635;126599;1079;AF;CG;CG-9;Dolisie;yes;FCPD;DIS;;;https://en.wikipedia.org/wiki/Dolisie_Airport;Dolisie
2871;FCPP;medium_airport;Antonio Agostinho-Neto International Airport;-481603;118866;55;AF;CG;CG-5;Pointe Noire;yes;FCPP;PNR;;;https://en.wikipedia.org/wiki/Agostinho-Neto_International_Airport;Pointe Noire
2872;FDMS;medium_airport;Matsapha Airport;-26528999;31307501;2075;AF;SZ;SZ-MA;Manzini;no;FDMS;MTS;;http://www.eswacaa.co.sz/airports/matsapha/index.php;https://en.wikipedia.org/wiki/Matsapha_Airport;
308033;FDSK;large_airport;King Mswati III International Airport;-26358611;31716944;1092;AF;SZ;SZ-LU;Mpaka;yes;FDSK;SHO;;http://www.eswacaa.co.sz/airports/kingmswatiIII/;https://en.wikipedia.org/wiki/King_Mswati_III_International_Airport;Sikhuphe International Airport
2873;FEFF;medium_airport;Bangui M'Poko International Airport;4,39848E+14;1,85188E+16;1208;AF;CF;CF-MP;Bangui;yes;FEFF;BGF;;;https://en.wikipedia.org/wiki/Bangui_M'Poko_International_Airport;
2874;FEFT;medium_airport;Berbérati Airport;4,22158E+16;1,57864E+16;1929;AF;CF;CF-HS;Berbérati;no;FEFT;BBT;;;https://en.wikipedia.org/wiki/Berb%C3%A9rati_Airport;
2875;FGBT;medium_airport;Bata Airport;190547;980568;13;AF;GQ;GQ-LI;Bata;yes;FGBT;BSG;;;https://en.wikipedia.org/wiki/Bata_Airport;
2876;FGSL;medium_airport;Malabo Airport;3,75527E+15;8,70872E+15;76;AF;GQ;GQ-BN;Malabo;yes;FGSL;SSG;;;https://en.wikipedia.org/wiki/Malabo_International_Airport;Fernando Poo
2877;FHAW;medium_airport;RAF Ascension Island;-79696;-143937;278;AF;SH;SH-AC;Cat Hill;yes;FHAW;ASI;;http://www.raf.mod.uk/organisation/stations.cfm?selectStation=9DEB5257-FDEF-6850-8B1CFF5050616CC1#cgi.script_name#;https://en.wikipedia.org/wiki/RAF_Ascension_Island;Wideawake Airfield, Ascension Island Auxiliary Field
2878;FIMP;large_airport;Sir Seewoosagur Ramgoolam International Airport;-20430201;57683601;186;AF;MU;MU-GP;Plaine Magnien;yes;FIMP;MRU;;http://aml.mru.aero/;https://en.wikipedia.org/wiki/Sir_Seewoosagur_Ramgoolam_International_Airport;Plaisance International Airport
2879;FIMR;medium_airport;Sir Charles Gaetan Duval Airport;-197577;63361;95;AF;MU;MU-VP;Port Mathurin;yes;FIMR;RRG;;;https://en.wikipedia.org/wiki/Rodrigues_Island_Airport;Plaine Corail
2880;FJDG;medium_airport;Diego Garcia Naval Support Facility;-731327;72411102;9;AS;IO;IO-U-A;Diego Garcia;no;FJDG;NKW;;;https://en.wikipedia.org/wiki/Diego_Garcia;Chagos
2881;FKKC;medium_airport;Tiko Airport;4,08919E+11;9,36053E+15;151;AF;CM;CM-SW;Tiko;no;FKKC;TKC;;;https://en.wikipedia.org/wiki/Tiko_Airport;
2882;FKKD;medium_airport;Douala International Airport;40060801506;9,71948E+15;33;AF;CM;CM-LT;Douala;yes;FKKD;DLA;;;https://en.wikipedia.org/wiki/Douala_International_Airport;
2883;FKKL;medium_airport;Salak Airport;1,04514E+16;1,42574E+16;1390;AF;CM;CM-EN;Maroua;yes;FKKL;MVR;;;https://en.wikipedia.org/wiki/Salak_Airport;
2884;FKKM;medium_airport;Foumban Nkounja Airport;5,63692E+15;1,07508E+16;3963;AF;CM;CM-OU;Foumban;no;FKKM;FOM;;;;
2885;FKKN;medium_airport;N'Gaoundéré Airport;7,35701E+16;1,35592E+16;3655;AF;CM;CM-AD;N'Gaoundéré;yes;FKKN;NGE;;;https://en.wikipedia.org/wiki/N'Gaound%C3%A9r%C3%A9_Airport;Ngaoundere
2886;FKKR;medium_airport;Garoua International Airport;9,33589E+14;1,33701E+16;794;AF;CM;CM-NO;Garoua;yes;FKKR;GOU;;;https://en.wikipedia.org/wiki/Garoua_International_Airport;
2887;FKKU;medium_airport;Bafoussam Airport;5,53692E+15;1,03546E+16;4347;AF;CM;CM-OU;Bafoussam;no;FKKU;BFX;;;https://en.wikipedia.org/wiki/Bafoussam_Airport;
2888;FKKV;medium_airport;Bamenda Airport;6,03924E+15;1,01226E+16;4065;AF;CM;CM-NW;Bamenda;no;FKKV;BPC;;;;
2889;FKKY;medium_airport;Yaoundé Airport;3,83604E+16;1,15235E+16;2464;AF;CM;CM-CE;Yaoundé;yes;FKKY;YAO;;;https://en.wikipedia.org/wiki/Yaound%C3%A9_Airport;Yaoundé Ville Airport
2890;FKYS;medium_airport;Yaoundé Nsimalen International Airport;3,72256E+15;1,15533E+16;2278;AF;CM;CM-CE;Yaoundé;yes;FKYS;NSI;;;https://en.wikipedia.org/wiki/Yaound%C3%A9_Nsimalen_International_Airport;
2891;FLKE;medium_airport;Kasompe Airport;-1,25728E+13;2,78939E+13;4636;AF;ZM;ZM-08;Chingola;no;FLKE;CGJ;;;https://en.wikipedia.org/wiki/Kasompe_Airport;
2892;FLLC;medium_airport;Lusaka City Airport;-1,54138E+11;2,83307E+11;4200;AF;ZM;ZM-09;Lusaka;no;FLLC;;;;;
2893;FLLI;medium_airport;Harry Mwanga Nkumbula International Airport;-178218;25822701;3302;AF;ZM;ZM-07;Livingstone;yes;FLHN;LVI;;;https://en.wikipedia.org/wiki/Harry_Mwanga_Nkumbula_International_Airport;FLLI
2894;FLLS;large_airport;Kenneth Kaunda International Airport;-15330833;28452722;3779;AF;ZM;ZM-09;Lusaka;yes;FLKK;LUN;;http://www.nacl.co.zm/?page_id=336;https://en.wikipedia.org/wiki/Kenneth_Kaunda_International_Airport;
2895;FLMF;medium_airport;Mfuwe Airport;-1,32589E+16;3,19366E+16;1853;AF;ZM;ZM-03;Mfuwe;yes;FLMF;MFU;;;https://en.wikipedia.org/wiki/Mfuwe_Airport;
2896;FLMG;medium_airport;Mongu Airport;-1,52545E+16;2,31623E+15;3488;AF;ZM;ZM-01;Mongu;no;FLMG;MNR;;;;
2897;FLND;medium_airport;Simon Mwansa Kapwepwe International Airport;-12998512;28664047;4167;AF;ZM;ZM-08;Ndola;yes;FLSK;NLA;;;https://en.wikipedia.org/wiki/Ndola_Airport;FLND, Ndola Airport
2898;FLSO;medium_airport;Southdowns Airport;-1,29005E+16;2,81499E+16;4145;AF;ZM;ZM-08;Kitwe;no;FLSO;KIW;;;;
2901;FMCH;medium_airport;Prince Said Ibrahim International Airport;-115337;432719;93;AF;KM;KM-G;Moroni;yes;FMCH;HAH;;;https://en.wikipedia.org/wiki/Prince_Said_Ibrahim_International_Airport;Hahaia
2902;FMCI;medium_airport;Mohéli Bandar Es Eslam Airport;-122981;43766399;46;AF;KM;KM-M;Fomboni;yes;FMCI;NWA;;;https://en.wikipedia.org/wiki/Moh%C3%A9li_Bandar_Es_Eslam_Airport;Mwali, Bandaressalam
2903;FMCV;medium_airport;Ouani Airport;-12131047;44430044;62;AF;KM;KM-A;Ouani;yes;FMCV;AJN;;;https://en.wikipedia.org/wiki/Ouani_Airport;
2904;FMCZ;medium_airport;Dzaoudzi Pamandzi International Airport;-12809319;45281815;23;AF;YT;YT-U-A;Dzaoudzi;yes;FMCZ;DZA;;;https://en.wikipedia.org/wiki/Dzaoudzi_Pamandzi_International_Airport;
2905;FMEE;large_airport;Roland Garros Airport;-20890087;55518894;66;AF;RE;RE-SD;Sainte-Marie;yes;FMEE;RUN;;http://www.reunion.aeroport.fr/index.htm;https://en.wikipedia.org/wiki/Roland_Garros_Airport;Gillot Airport
2906;FMEP;medium_airport;Pierrefonds Airport;-21319362;55422506;59;AF;RE;RE-SR;Saint-Pierre;yes;FMEP;ZSE;;http://www.grandsudreunion.org/FR2004/aeroport.php;https://en.wikipedia.org/wiki/Pierrefonds_Airport;Aéroport de Saint-Pierre - Pierrefonds
2908;FMMI;large_airport;Ivato Airport;-187969;47478802;4198;AF;MG;MG-T;Antananarivo;yes;FMMI;TNR;;;https://en.wikipedia.org/wiki/Ivato_Airport;
2909;FMMN;medium_airport;Miandrivazo Airport;-19562799;45450802;203;AF;MG;MG-U;Miandrivazo;yes;FMMN;ZVA;;;https://en.wikipedia.org/wiki/Miandrivazo_Airport;
2910;FMMS;medium_airport;Sainte Marie Airport;-17093901;498158;7;AF;MG;MG-A;Vohilava;yes;FMMS;SMS;;;https://en.wikipedia.org/wiki/Saints_Marie_Airport;
2911;FMMT;medium_airport;Toamasina Ambalamanasy Airport;-18109501;49392502;22;AF;MG;MG-A;Toamasina;yes;FMMT;TMM;;;https://en.wikipedia.org/wiki/Toamasina_Airport;
2912;FMMV;medium_airport;Morondava Airport;-202847;443176;30;AF;MG;MG-U;Morondava;yes;FMMV;MOQ;;;https://en.wikipedia.org/wiki/Morondava_Airport;
2913;FMNA;medium_airport;Arrachart Airport;-123494;49291698;374;AF;MG;MG-D;Antisiranana;yes;FMNA;DIE;;;https://en.wikipedia.org/wiki/Arrachart_Airport;Diego-Suárez
2914;FMNC;medium_airport;Mananara Nord Airport;-1,61639E+15;4,97738E+16;9;AF;MG;MG-A;Mananara Nord;yes;FMNC;WMR;;;https://en.wikipedia.org/wiki/Mananara_Nord_Airport;Avaratra Airport
2915;FMND;medium_airport;Andapa Airport;-1,46517E+16;4,96206E+16;1552;AF;MG;MG-D;;no;FMND;ZWA;;;;
2917;FMNH;medium_airport;Antsirabe Airport;-149994;50320202;20;AF;MG;MG-D;Antsirabe;yes;FMNH;ANM;;;https://en.wikipedia.org/wiki/Antsirabato_Airport;
2918;FMNL;medium_airport;Analalava Airport;-14629514;47763555;345;AF;MG;MG-M;Analalava;yes;FMNL;HVA;;;https://en.wikipedia.org/wiki/Analalava_Airport;
2919;FMNM;medium_airport;Amborovy Airport;-15666842;46351233;87;AF;MG;MG-M;Mahajanga;yes;FMNM;MJN;;;https://en.wikipedia.org/wiki/Amborovy_Airport;Philibert Tsiranana Airport, Mahajanga
2920;FMNN;medium_airport;Fascene Airport;-133121;483148;36;AF;MG;MG-D;Nosy Be;yes;FMNN;NOS;;;https://en.wikipedia.org/wiki/Fascene_Airport;
2921;FMNQ;medium_airport;Besalampy Airport;-1674453;44482484;125;AF;MG;MG-M;Besalampy;yes;FMNQ;BPY;;;https://en.wikipedia.org/wiki/Besalampy_Airport;
2922;FMNR;medium_airport;Maroantsetra Airport;-15437742;49689081;9;AF;MG;MG-A;Maroantsetra;yes;FMNR;WMN;;;https://en.wikipedia.org/wiki/Maroantsetra_Airport;
2923;FMNS;medium_airport;Sambava Airport;-142786;50174702;20;AF;MG;MG-D;Sambava;yes;FMNS;SVB;;;https://en.wikipedia.org/wiki/Sambava_Airport;
2924;FMNV;medium_airport;Vohemar Airport;-133758;500028;19;AF;MG;MG-D;Vohemar;yes;FMNV;VOH;;;https://en.wikipedia.org/wiki/Vohemar_Airport;
2925;FMNW;medium_airport;Ambalabe Airport;-1,48988E+16;4,79939E+16;92;AF;MG;MG-M;Antsohihy;yes;FMNW;WAI;;;https://en.wikipedia.org/wiki/Ambalabe_Airport;
2927;FMSD;medium_airport;Tôlanaro Airport;-25038099;469561;29;AF;MG;MG-U;Tôlanaro;yes;FMSD;FTU;;;https://en.wikipedia.org/wiki/T%C3%B4lanaro_Airport;Tolagnaro Airport, Marillac Airport, Fort-Dauphin
2928;FMSF;medium_airport;Fianarantsoa Airport;-21441601;47111698;3658;AF;MG;MG-F;Fianarantsoa;yes;FMSF;WFI;;;https://en.wikipedia.org/wiki/Fianarantsoa_Airport;
2930;FMSK;medium_airport;Manakara Airport;-22119699;48021702;33;AF;MG;MG-F;Manakara;yes;FMSK;WVK;;;https://en.wikipedia.org/wiki/Manakara_Airport;
2931;FMSM;medium_airport;Mananjary Airport;-21201799;48358299;20;AF;MG;MG-F;Mananjary;yes;FMSM;MNJ;;;https://en.wikipedia.org/wiki/Mananjary_Airport;
2932;FMSR;medium_airport;Morombe Airport;-21753837;43374753;16;AF;MG;MG-U;Morombe;yes;FMSR;MXM;;;https://en.wikipedia.org/wiki/Morombe_Airport;
2933;FMST;medium_airport;Toliara Airport;-233834;437285;29;AF;MG;MG-U;Toliara;yes;FMST;TLE;;;https://en.wikipedia.org/wiki/Toliara_Airport;
2934;FNBC;medium_airport;Mbanza Congo Airport;-6,2699E+15;1,4247E+16;1860;AF;AO;AO-ZAI;Mbanza Congo;yes;FNBC;SSY;;;https://en.wikipedia.org/wiki/Mbanza_Congo_Airport;
2935;FNBG;medium_airport;Benguela 17th of September Airport;-12609;134037;118;AF;AO;AO-BGU;Benguela;no;FNBG;BUG;;;https://en.wikipedia.org/wiki/Benguela_Airport;Aeroporto 17 de Setembro, Gen. V. Deslandes Airport
2936;FNCA;medium_airport;Cabinda Airport;-5,59699E+14;1,21884E+16;66;AF;AO;AO-CAB;Cabinda;yes;FNCA;CAB;;;https://en.wikipedia.org/wiki/Cabinda_Airport;
30813;FNCT;medium_airport;Catumbela Airport;-124792;134869;23;AF;AO;AO-BGU;Catumbela;yes;FNCT;CBT;;;https://en.wikipedia.org/wiki/Catumbela_Airport;
2937;FNDU;medium_airport;Dundo Airport;-7,40089E+15;2,08185E+16;2451;AF;AO;AO-LNO;Chitato;yes;FNDU;DUE;;;https://en.wikipedia.org/wiki/Dundo_Airport;
2938;FNGI;medium_airport;Ngjiva Pereira Airport;-1,70435E+11;1,56838E+16;3566;AF;AO;AO-CNN;Ngiva;yes;FNGI;VPE;;;https://en.wikipedia.org/wiki/Ondjiva_Pereira_Airport;Ngiva Airport, NGV, Ondjiva, 11 de Novembro
2939;FNHU;medium_airport;Nova Lisboa Airport;-1,28089E+16;1,57605E+16;5587;AF;AO;AO-HUA;Huambo;yes;FNHU;NOV;;;https://en.wikipedia.org/wiki/Nova_Lisboa_Airport;Nova Lisbo Airport
2940;FNKU;medium_airport;Kuito Airport;-1,24046E+13;1,69474E+13;5618;AF;AO;AO-BIE;Kuito;no;FNKU;SVP;;;https://en.wikipedia.org/wiki/Kuito_Airport;
2942;FNLU;large_airport;Quatro de Fevereiro International Airport;-885837;132312;243;AF;AO;AO-LUA;Luanda;yes;FNLU;LAD;;;https://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport;4 de Fevereiro
2944;FNMA;medium_airport;Malanje Airport;-9,52509E+15;1,63124E+16;3868;AF;AO;AO-MAL;Malanje;yes;FNMA;MEG;;;https://en.wikipedia.org/wiki/Malanje_Airport;
2945;FNME;medium_airport;Menongue Airport;-1,46576E+16;1,77198E+15;4469;AF;AO;AO-CCU;Menongue;yes;FNME;SPP;;;https://en.wikipedia.org/wiki/Menongue_Airport;
2946;FNMO;medium_airport;Welwitschia Mirabilis International Airport;-152612;121468;210;AF;AO;AO-NAM;Moçâmedes;yes;FNMO;MSZ;;;https://en.wikipedia.org/wiki/Welwitschia_Mirabilis_Airport;Moçâmedes, Namibe, Yuri Gagarin
2947;FNNG;medium_airport;Negage Airport;-7,75451E+15;1,52877E+16;4105;AF;AO;AO-UIG;Negage;yes;FNNG;GXG;;;https://en.wikipedia.org/wiki/Negage_Airport;
2948;FNPA;medium_airport;Porto Amboim Airport;-1,0722E+16;1,37655E+15;16;AF;AO;AO-CUS;Port Amboim;no;FNPA;PBN;;;;
2949;FNSA;medium_airport;Saurimo Airport;-9,68907E+15;2,04319E+16;3584;AF;AO;AO-LSU;Saurimo;no;FNSA;VHC;;;;
2950;FNSO;medium_airport;Soyo Airport;-6,14109E+15;1,23718E+16;15;AF;AO;AO-ZAI;Soyo;yes;FNSO;SZA;;;https://en.wikipedia.org/wiki/Soyo_Airport;
2951;FNSU;medium_airport;Sumbe Airport;-1,11679E+16;1,38475E+15;36;AF;AO;AO-CUS;Sumbe;no;FNSU;NDD;;;;
2952;FNUB;medium_airport;Lubango Airport;-1,49247E+16;1,3575E+16;5778;AF;AO;AO-HUI;Lubango;yes;FNUB;SDD;;;https://en.wikipedia.org/wiki/Lubango_Airport;
2953;FNUE;medium_airport;Luena Airport;-1,17681E+16;1,98977E+14;4360;AF;AO;AO-MOX;Luena;no;FNUE;LUO;;;;
2954;FNUG;medium_airport;Uige Airport;-7,60307E+14;1,50278E+16;2720;AF;AO;AO-UIG;Uige;no;FNUG;UGO;;;;
2955;FNXA;medium_airport;Xangongo Airport;-1,67554E+16;1,49653E+16;3635;AF;AO;AO-CNN;Xangongo;no;FNXA;XGN;;;https://en.wikipedia.org/wiki/Xangongo_Airport;
2957;FOGK;medium_airport;Koulamoutou Mabimbi Airport;-1,18461E+13;1,24413E+13;1070;AF;GA;GA-7;Koulamoutou;yes;FOGK;KOU;;;https://en.wikipedia.org/wiki/Koula_Moutou_Airport;Koula Moutou, FO23, Koulamouton/Mabimbi
2958;FOGM;medium_airport;Mouilla Ville Airport;-1,84514E+15;1,10567E+16;295;AF;GA;GA-4;Mouila;yes;FOGM;MJL;;;https://en.wikipedia.org/wiki/Mouila_Airport;
2959;FOGO;medium_airport;Oyem Airport;1,54311E+16;1,15814E+16;2158;AF;GA;GA-9;Oyem;yes;FOGO;OYE;;;https://en.wikipedia.org/wiki/Oyem_Airport;
2960;FOGQ;medium_airport;Okondja Airport;-6,65214E+15;1,36731E+16;1325;AF;GA;GA-2;Okondja;no;FOGQ;OKN;;;;
2961;FOGR;medium_airport;Lambarene Airport;-7,04389E+15;1,02457E+16;82;AF;GA;GA-3;Lambarene;no;FOGR;LBQ;;;;
2962;FOOB;medium_airport;Bitam Airport;2,07564E+16;1,14932E+16;1969;AF;GA;GA-9;Bitam;no;FOOB;BMM;;;;
2963;FOOG;medium_airport;Port Gentil Airport;-7,11739E+15;8,75438E+15;13;AF;GA;GA-8;Port Gentil;yes;FOOG;POG;;;https://en.wikipedia.org/wiki/Port-Gentil_International_Airport;
2964;FOOH;medium_airport;Omboue Hospital Airport;-157473;926269;33;AF;GA;GA-8;Omboue;no;FOOH;OMB;;;;
2965;FOOK;medium_airport;Makokou Airport;5,79211E+15;1,28909E+16;1726;AF;GA;GA-6;Makokou;yes;FOOK;MKU;;;https://en.wikipedia.org/wiki/Makokou_Airport;
2966;FOOL;medium_airport;Libreville Leon M'ba International Airport;4,586E+11;9,41228E+15;39;AF;GA;GA-1;Libreville;yes;FOOL;LBV;;http://www.adlgabon.com;https://en.wikipedia.org/wiki/Libreville_International_Airport;
2967;FOON;medium_airport;M'Vengue El Hadj Omar Bongo Ondimba International Airport;-1,65616E+16;1,3438E+16;1450;AF;GA;GA-2;Franceville;yes;FOON;MVB;;;https://en.wikipedia.org/wiki/M'Vengue_El_Hadj_Omar_Bongo_Ondimba_International_Airport;
2968;FPPR;medium_airport;Principe Airport;166294;741174;591;AF;ST;ST-P;São Tomé & Príncipe;yes;FPPR;PCP;;;https://en.wikipedia.org/wiki/Pr%C3%ADncipe_Airport;
2969;FPST;medium_airport;São Tomé International Airport;378175;671215;33;AF;ST;ST-01;São Tomé;yes;FPST;TMS;;;https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_International_Airport;
2970;FQBR;medium_airport;Beira Airport;-1,97964E+15;3,49076E+15;33;AF;MZ;MZ-S;Beira;yes;FQBR;BEW;;;https://en.wikipedia.org/wiki/Beira_Airport;
2971;FQCH;medium_airport;Chimoio Airport;-1,91513E+15;3,3429E+15;2287;AF;MZ;MZ-B;Chimoio;yes;FQCH;VPY;;;https://en.wikipedia.org/wiki/Chimoio_Airport;
2972;FQIN;medium_airport;Inhambane Airport;-238764;35408501;30;AF;MZ;MZ-I;Inhambane;yes;FQIN;INH;;;https://en.wikipedia.org/wiki/Inhambane_Airport;
2973;FQLC;medium_airport;Lichinga Airport;-13274;352663;4505;AF;MZ;MZ-A;Lichinga;yes;FQLC;VXC;;;https://en.wikipedia.org/wiki/Lichinga_Airport;
2975;FQMA;large_airport;Maputo Airport;-25920799;32572601;145;AF;MZ;MZ-MPM;Maputo;yes;FQMA;MPM;;;https://en.wikipedia.org/wiki/Maputo_International_Airport;
2976;FQMD;medium_airport;Mueda Airport;-1,16729E+16;3,95631E+14;2789;AF;MZ;MZ-P;Mueda;no;FQMD;MUD;;;;
2977;FQMP;medium_airport;Mocímboa da Praia Airport;-1,13618E+16;4,03549E+15;89;AF;MZ;MZ-P;Mocímboa da Praia;no;FQMP;MZB;;;;
2980;FQNP;medium_airport;Nampula Airport;-1,51056E+16;3,92818E+15;1444;AF;MZ;MZ-N;Nampula;yes;FQNP;APL;;;https://en.wikipedia.org/wiki/Nampula_Airport;
2981;FQPB;medium_airport;Pemba Airport;-1,29918E+16;4,0524E+15;331;AF;MZ;MZ-P;Pemba / Porto Amelia;yes;FQPB;POL;;;https://en.wikipedia.org/wiki/Pemba_Airport;
2982;FQQL;medium_airport;Quelimane Airport;-1,78555E+16;3,68691E+15;36;AF;MZ;MZ-Q;Quelimane;yes;FQQL;UEL;;;https://en.wikipedia.org/wiki/Quelimane_Airport;
2984;FQTT;medium_airport;Chingozi Airport;-1,61048E+16;3,36402E+16;525;AF;MZ;MZ-T;Tete;yes;FQTT;TET;;;https://en.wikipedia.org/wiki/Chingozi_Airport;
2986;FQVL;medium_airport;Vilankulo Airport;-2,20184E+16;3,53133E+15;46;AF;MZ;MZ-I;Vilanculo;yes;FQVL;VNX;;;https://en.wikipedia.org/wiki/Vilankulo_Airport;Vilanculos Airport
2993;FSIA;large_airport;Seychelles International Airport;-467434;55521801;10;AF;SC;SC-20;Mahe Island;yes;FSIA;SEZ;;;https://en.wikipedia.org/wiki/Seychelles_International_Airport;
2994;FSPP;medium_airport;Praslin Airport;-431929;55691399;10;AF;SC;SC-14;Grand Anse;yes;FSPP;PRI;;;https://en.wikipedia.org/wiki/Praslin_Island_Airport;
2996;FTTC;medium_airport;Abeche Airport;13847;20844299;1788;AF;TD;TD-OD;Abeche;yes;FTTC;AEH;;;https://en.wikipedia.org/wiki/Ab%C3%A9ch%C3%A9_Airport;
2997;FTTD;medium_airport;Moundou Airport;862441;160714;1407;AF;TD;TD-LO;Moundou;yes;FTTD;MQQ;;;https://en.wikipedia.org/wiki/Moundou_Airport;
2998;FTTJ;large_airport;N'Djamena International Airport;121337;15034;968;AF;TD;TD-ND;N'Djamena;yes;FTTJ;NDJ;;;https://en.wikipedia.org/wiki/N'Djamena_International_Airport;Ndjamena Hassan Djamous
2999;FTTY;medium_airport;Faya Largeau Airport;17917101;19111099;771;AF;TD;TD-BO;;no;FTTY;FYT;;;https://en.wikipedia.org/wiki/Faya-Largeau_Airport;
3000;FVBU;medium_airport;Joshua Mqabuko Nkomo International Airport;-20017401;28617901;4359;AF;ZW;ZW-BU;Bulawayo;yes;FVJN;BUQ;;;https://en.wikipedia.org/wiki/Joshua_Mqabuko_Nkomo_International_Airport;
3003;FVCZ;medium_airport;Buffalo Range Airport;-21008101;315786;1421;AF;ZW;ZW-MV;Chiredzi;no;FVCZ;BFO;;https://www.caaz.co.zw/buffalo-range-airport;https://en.wikipedia.org/wiki/Buffalo_Range_Airport;
3004;FVFA;medium_airport;Victoria Falls International Airport;-1,80959E+15;2,5839E+16;3490;AF;ZW;ZW-MN;Victoria Falls;yes;FVFA;VFA;;;https://en.wikipedia.org/wiki/Victoria_Falls_Airport;
3005;FVHA;large_airport;Robert Gabriel Mugabe International Airport;-17931801;310928;4887;AF;ZW;ZW-HA;Harare;yes;FVRG;HRE;;;https://en.wikipedia.org/wiki/Harare_International_Airport;FVHA,Harare
3006;FVKB;medium_airport;Kariba International Airport;-165198;28885;1706;AF;ZW;ZW-MW;Kariba;no;FVKB;KAB;;https://www.caaz.co.zw/kariba-airport;https://en.wikipedia.org/wiki/Kariba_Airport;
3008;FVMT;medium_airport;Mutoko Airport;-1,74319E+16;3,21845E+15;3950;AF;ZW;ZW-ME;Mutoko;no;FVMT;;;;;Mtoko
3010;FVMV;medium_airport;Masvingo International Airport;-2,00553E+16;3,08591E+16;3595;AF;ZW;ZW-MV;Masvingo;no;FVMV;MVZ;;;;
3013;FVTL;medium_airport;Gweru - Thornhill Air Base;-19436718;29861945;4680;AF;ZW;ZW-MI;Gweru;no;FVTL;GWE;;;https://en.wikipedia.org/wiki/Gweru-Thornhill_Air_Base;
3014;FVWN;medium_airport;Hwange National Park Airport;-1,86299E+16;2,7021E+16;3543;AF;ZW;ZW-MN;Hwange;no;FVWN;HWN;;;https://en.wikipedia.org/wiki/Hwange_National_Park_Airport;
3015;FWCL;medium_airport;Chileka International Airport;-1,56791E+16;3,4974E+14;2555;AF;MW;MW-BL;Blantyre;yes;FWCL;BLZ;;;https://en.wikipedia.org/wiki/Chileka_International_Airport;
30602;FWDW;medium_airport;Dwangwa Airport;-12517527;34131877;1605;AF;MW;MW-NK;Dwangwa;no;FWDW;DWA;;;https://en.wikipedia.org/wiki/Dwanga_Airport;
3016;FWKA;medium_airport;Karonga Airport;-9,95357E+15;3,3893E+16;1765;AF;MW;MW-KR;Karonga;no;FWKA;KGJ;;;;
3018;FWKI;medium_airport;Lilongwe International Airport;-1,37894E+11;3378099823;4035;AF;MW;MW-LI;Lilongwe;yes;FWKI;LLW;;;https://en.wikipedia.org/wiki/Lilongwe_International_Airport;FWLI, Kamuzu International Airport
30603;FWMG;medium_airport;Mangochi Airport;-1,4483E+16;3,5267E+16;1580;AF;MW;MW-MG;Mangochi;no;FWMG;MAI;;;;
3020;FWUU;medium_airport;Mzuzu Airport;-1,14447E+16;3,40118E+15;4115;AF;MW;MW-MZ;Mzuzu;yes;FWUU;ZZU;;;https://en.wikipedia.org/wiki/Mzuzu_Airport;
